ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
hoqueté	Ok°te	hoqueter	VER	0.03	0.0	0	7	0	3	3	VER
hoqueta	Ok°ta	hoqueter	VER	0.03	0.0	0	7	0	0	3	VER
sextidi	sekstidi	sextidi	NOM	0.0	0.0	1	7	6	6	3	NOM
sextile	sekstil	sextil	ADJ	0.0	0.0	0	7	0	0	2	ADJ
affaira	afERa	affairer	VER	2.75	0.0	0	7	0	0	3	VER
canonné	kanone	canonner	VER	0.01	0.0	0	7	0	6	3	VER
showbiz	Sobiz	showbiz	NOM	0.0	0.0	1	7	5	5	2	NOM
étayait	etejE	étayer	VER	0.72	0.0	0	7	0	0	3	VER
affadit	afadi	affadir	VER	0.01	0.0	0	7	0	0	3	VER
hoiries	waRi	hoirie	NOM	0.0	0.0	0	7	0	4	2	NOM
sidérés	sideRe	sidéré	ADJ	0.08	0.0	0	7	0	6	3	VER,ADJ
hiverné	ivERne	hiverner	VER	0.02	0.0	0	7	0	6	3	VER
hiverne	ivERn	hiverner	VER	0.02	0.0	0	7	0	0	2	VER
affadis	afadi	affadir	VER	0.01	0.0	0	7	0	0	3	VER
affadir	afadiR	affadir	VER	0.01	0.0	1	7	7	6	3	VER
affadie	afadi	affadir	VER	0.01	0.0	0	7	0	0	3	VER
caprine	kapRin	caprin	ADJ	0.0	0.0	0	7	0	0	2	ADJ
hilotes	ilOt	hilote	NOM	0.0	0.0	0	7	0	4	2	NOM
hiloire	ilwaR	hiloire	NOM	0.0	0.0	1	7	5	3	2	NOM
hilares	ilaR	hilare	ADJ	0.14	0.0	0	7	0	4	2	ADJ
heurtée	9Rte	heurté	ADJ	0.05	0.0	0	7	0	4	2	VER,ADJ
heurtât	9Rta	heurter	VER	9.79	0.0	0	7	0	0	2	VER
advenue	adv°ny	advenir	VER	7.94	0.0	0	7	0	0	3	VER,ADJ
hessois	Eswa	hessois	NOM	0.0	0.0	1	7	3	3	2	ADJ,NOM
advenue	adv°ny	advenu	ADJ	0.0	0.0	0	7	0	0	3	VER,ADJ
singent	s5Z	singer	VER	0.45	0.0	0	7	0	3	1	VER
sinople	sinOpl	sinople	NOM	0.0	0.0	1	7	5	6	2	NOM
sinoque	sinOk	sinoque	ADJ	0.01	0.0	1	7	7	5	2	ADJ
adultat	adylta	adultat	NOM	0.0	0.0	1	7	6	6	3	NOM
hessois	Eswa	hessois	ADJ	0.0	0.0	1	7	3	3	2	ADJ,NOM
helvète	ElvEt	helvète	ADJ	0.0	0.0	1	7	5	4	2	ADJ
haïrons	aiR§	haïr	VER	55.42	0.0	0	7	0	0	3	VER
haussés	ose	hausser	VER	1.76	0.0	0	7	0	3	2	VER
haussât	osa	hausser	VER	1.76	0.0	0	7	0	0	2	VER
croisât	kRwaza	croiser	VER	28.84	0.0	0	7	0	0	2	VER
sloughi	slugi	sloughi	NOM	0.0	0.0	1	7	4	4	2	NOM
slovène	slovEn	slovène	ADJ	0.0	0.0	1	7	5	5	2	ADJ
hasekis	aski	haseki	NOM	0.0	0.0	0	7	0	4	2	NOM
hasardé	azaRde	hasarder	VER	1.1	0.0	0	7	7	6	3	VER
crétois	kRetwa	crétois	NOM	0.0	0.0	1	7	5	5	2	ADJ,NOM
capsulé	kapsyle	capsuler	VER	0.02	0.0	0	7	0	0	3	VER
adoucît	adusi	adoucir	VER	3.27	0.0	0	7	0	5	3	VER
harasse	aRas	harasser	VER	0.17	0.0	0	7	0	0	2	VER
hanteur	@t9R	hanteur	ADJ	0.0	0.0	1	7	6	3	2	ADJ
capulet	kapylE	capulet	NOM	0.0	0.0	1	7	5	5	3	NOM
caracal	kaRakal	caracal	NOM	0.0	0.0	1	7	6	6	3	NOM
hachard	aSaR	hachard	NOM	0.0	0.0	1	7	6	4	2	NOM
carbets	kaRbE	carbet	NOM	0.0	0.0	0	7	0	0	2	NOM
cardage	kaRdaZ	cardage	NOM	0.0	0.0	1	7	6	6	2	NOM
cardait	kaRdE	carder	VER	0.08	0.0	0	7	0	0	2	VER
songeât	s§Za	songer	VER	24.59	0.0	0	7	0	0	2	VER
carguer	kaRge	carguer	VER	0.03	0.0	1	7	5	5	2	VER
géronte	ZeR§t	géronte	NOM	0.0	0.0	1	7	7	5	2	NOM
carguée	kaRge	carguer	VER	0.03	0.0	0	7	0	5	2	VER
adossés	adose	adosser	VER	0.8	0.0	0	7	0	4	3	VER,ADJ
adossés	adose	adossé	ADJ	0.13	0.0	0	7	0	4	3	VER,ADJ
adossée	adose	adosser	VER	0.8	0.0	0	7	0	4	3	VER,ADJ
guindal	g5dal	guindal	NOM	0.0	0.0	1	7	7	4	2	NOM
guinche	g5S	guinche	NOM	0.0	0.0	1	7	7	3	1	NOM
guimpes	g5p	guimpe	NOM	0.19	0.0	0	7	0	3	1	NOM
souabes	swab	souabe	ADJ	0.14	0.0	0	7	0	4	1	ADJ,NOM
guignon	giN§	guignon	NOM	0.0	0.0	1	7	7	4	2	NOM
hideurs	id9R	hideur	NOM	0.0	0.0	0	7	0	3	2	NOM
réjouît	ReZwi	réjouir	VER	21.02	0.0	0	7	0	5	2	VER
enivrai	@nivRE	enivrer	VER	3.06	0.0	0	7	0	0	3	VER
engoués	@gwe	engouer	VER	0.0	0.0	0	7	0	0	2	VER
engouée	@gwe	engouer	VER	0.0	0.0	0	7	0	0	2	VER
engorge	@gORZ	engorger	VER	0.07	0.0	0	7	0	0	2	VER
pénarde	penaRd	pénard	ADJ	0.02	0.0	0	7	0	0	2	ADJ
vêtures	vEtyR	vêture	NOM	0.0	0.0	0	7	0	4	2	NOM
pégriot	pegRijo	pégriot	NOM	0.0	0.0	1	7	4	4	3	NOM
bandées	b@de	bandé	ADJ	1.4	0.0	0	7	0	4	2	VER,ADJ
morfalé	mORfale	morfaler	VER	0.0	0.0	0	7	0	7	3	VER
bananer	banane	bananer	VER	1.04	0.0	1	7	7	6	3	VER
enfiche	@fiS	enficher	VER	0.0	0.0	0	7	0	0	2	VER
hittite	itit	hittite	NOM	0.0	0.0	1	7	4	4	2	ADJ,NOM
enfanta	@f@ta	enfanter	VER	1.96	0.0	0	7	0	0	3	VER
endosse	@dos	endosse	NOM	0.0	0.0	1	7	7	4	2	NOM,VER
pécaris	pekaRi	pécari	NOM	0.0	0.0	0	7	0	5	3	NOM
endossa	@dosa	endosser	VER	2.29	0.0	0	7	0	0	3	VER
wigwams	wigwam	wigwam	NOM	0.0	0.0	0	7	0	4	2	NOM
endigua	@diga	endiguer	VER	0.56	0.0	0	7	0	0	3	VER
pâleurs	pal9R	pâleur	NOM	1.38	0.0	0	7	0	4	2	NOM
encoché	@koSe	encocher	VER	0.0	0.0	0	7	0	0	3	VER
pyxides	piksid	pyxide	NOM	0.0	0.0	0	7	0	0	2	NOM
résigna	ReziNa	résigner	VER	3.84	0.0	0	7	0	0	3	VER
encager	@kaZe	encager	VER	0.13	0.0	1	7	6	4	3	VER
motesse	mOtEs	motesse	NOM	0.0	0.0	1	7	5	4	2	NOM
résinée	Rezine	résiner	VER	0.0	0.0	0	7	0	6	3	VER
hongres	§gR	hongre	NOM	0.01	0.0	0	7	0	3	1	ADJ,NOM
pythies	piti	pythie	NOM	0.02	0.0	0	7	0	4	2	NOM
empâtés	@pate	empâter	VER	0.11	0.0	0	7	0	5	3	VER,ADJ
willaya	wilEja	willaya	NOM	0.0	0.0	1	7	5	4	3	NOM
emplume	@plym	emplumer	VER	0.02	0.0	0	7	0	0	2	VER
empluma	@plyma	emplumer	VER	0.02	0.0	0	7	0	0	3	VER
honorât	onoRa	honorer	VER	22.65	0.0	0	7	0	0	3	VER
empesés	@p°ze	empeser	VER	0.02	0.0	0	7	0	5	3	VER,ADJ
résédas	Rezeda	réséda	NOM	0.1	0.0	0	7	0	4	3	NOM
empesés	@p°ze	empesé	ADJ	0.0	0.0	0	7	0	5	3	VER,ADJ
balisés	balize	baliser	VER	0.65	0.0	0	7	0	6	3	VER
emperlé	@pERle	emperlé	ADJ	0.0	0.0	1	7	7	5	3	VER,ADJ
baleiné	balene	baleiné	ADJ	0.0	0.0	1	7	7	6	3	ADJ
balayât	balEja	balayer	VER	12.17	0.0	0	7	0	0	3	VER
emparai	@paRE	emparer	VER	12.8	0.0	0	7	0	0	3	VER
emmêlai	@mElE	emmêler	VER	1.31	0.0	0	7	0	0	3	VER
révisai	RevizE	réviser	VER	8.21	0.0	0	7	0	0	3	VER
emmerda	@mERda	emmerder	VER	52.18	0.0	0	7	0	0	3	VER
motteux	mot2	motteux	NOM	0.0	0.0	1	7	6	4	2	NOM
embuait	@b8E	embuer	VER	0.38	0.0	0	7	0	0	2	VER
embossé	@bose	embosser	VER	0.0	0.0	0	7	0	4	3	VER
embases	@baz	embase	NOM	0.0	0.0	0	7	0	4	2	NOM
révulsé	Revylse	révulsé	ADJ	0.01	0.0	1	7	7	7	3	VER,ADJ
houseau	uzo	houseau	NOM	0.1	0.0	1	7	6	2	2	NOM
elzévir	ElzeviR	elzévir	NOM	0.0	0.0	1	7	3	3	3	NOM
révélât	Revela	révéler	VER	32.7	0.0	0	7	0	0	3	VER
putatif	pytatif	putatif	ADJ	0.0	0.0	1	7	5	5	3	ADJ
huilées	8ile	huilé	ADJ	0.57	0.0	0	7	0	4	2	VER,ADJ
amboine	@bwan	amboine	NOM	0.0	0.0	1	7	5	5	2	NOM
effilée	efile	effilé	ADJ	0.08	0.0	0	7	0	5	3	VER,ADJ
putanat	pytana	putanat	NOM	0.0	0.0	1	7	5	5	3	NOM
effaçai	efasE	effacer	VER	29.02	0.0	0	7	0	0	3	VER
hululée	ylyle	hululer	VER	0.18	0.0	0	7	0	5	3	VER
effarés	efaRe	effaré	ADJ	0.13	0.0	0	7	0	5	3	VER,ADJ
you-you	juju	you-you	NOM	0.0	0.0	1	7	4	3	2	NOM
puriste	pyRist	puriste	ADJ	0.0	0.0	1	7	5	5	2	ADJ,NOM
penchai	p@SE	pencher	VER	16.9	0.0	0	7	0	0	2	VER
humeras	ym°Ra	humer	VER	0.73	0.0	0	7	0	0	3	VER
eczémas	Egzema	eczéma	NOM	0.64	0.0	0	7	0	6	3	NOM
ecthyma	Ektima	ecthyma	NOM	0.0	0.0	1	7	4	4	3	NOM
déçûmes	desym	décevoir	VER	33.23	0.0	0	7	0	0	2	VER
saboule	sabul	sabouler	VER	0.0	0.0	0	7	0	0	2	VER
saboulé	sabule	sabouler	VER	0.0	0.0	0	7	0	4	3	VER
yourtes	juRt	yourte	NOM	0.56	0.0	0	7	0	3	1	NOM
humions	ymj§	humer	VER	0.73	0.0	0	7	0	0	2	VER
youyous	juju	youyou	NOM	0.0	0.0	0	7	0	3	2	NOM
pannais	panE	panner	VER	0.14	0.0	0	7	0	4	2	VER
évêchés	eveSe	évêché	NOM	0.14	0.0	0	7	0	4	3	NOM
sacrant	sakR@	sacrer	VER	25.16	0.0	0	7	0	0	2	VER
penauds	p°no	penaud	ADJ	0.21	0.0	0	7	0	4	2	ADJ
mouchai	muSE	moucher	VER	2.55	0.0	0	7	0	0	2	VER
humoral	ymoRal	humoral	ADJ	0.0	0.0	1	7	6	5	3	ADJ
safrané	safRane	safrané	ADJ	0.0	0.0	1	7	7	5	3	ADJ
zingués	z5ge	zinguer	VER	0.0	0.0	0	7	0	0	2	VER
pupazzo	pupadzo	pupazzo	NOM	0.0	0.0	1	7	4	5	3	NOM
détisse	detis	détisser	VER	0.0	0.0	0	7	0	0	2	VER
hurlées	yRle	hurler	VER	33.17	0.0	0	7	0	4	2	VER
étonnât	etona	étonner	VER	53.63	0.0	0	7	0	0	3	VER
détalât	detala	détaler	VER	1.13	0.0	0	7	0	0	3	VER
désolât	dezola	désoler	VER	297.27	0.0	0	7	0	0	3	VER
déslipe	deslip	désliper	VER	0.0	0.0	0	7	0	0	2	VER
pullula	pylyla	pulluler	VER	0.78	0.0	0	7	0	0	3	VER
désaxés	dezakse	désaxer	VER	0.09	0.0	0	7	0	7	3	VER,ADJ,NOM
puisque	p8isk°	puisque	ADV	0.0	0.0	1	7	7	6	2	ADV,CON
puciers	pysje	pucier	NOM	0.05	0.0	0	7	0	4	2	NOM
dérobât	deRoba	dérober	VER	7.15	0.0	0	7	0	0	3	VER
oxydées	Okside	oxyder	VER	0.1	0.0	0	7	0	6	3	VER
pucheux	pyS2	pucheux	NOM	0.0	0.0	1	7	6	4	2	NOM
baissât	bEsa	baisser	VER	63.69	0.0	0	7	0	0	2	VER
zippait	zipE	zipper	VER	0.25	0.0	0	7	0	0	2	VER
dépêcha	depESa	dépêcher	VER	111.44	0.0	0	7	0	0	3	VER
dépurés	depyRe	dépurer	VER	0.0	0.0	0	7	0	0	3	VER
hâbleur	abl9R	hâbleur	ADJ	0.0	0.0	1	7	6	4	2	ADJ,NOM
dépulpé	depylpe	dépulper	VER	0.0	0.0	0	7	0	0	3	VER
déposât	depoza	déposer	VER	53.09	0.0	0	7	0	0	3	VER
baillis	baji	bailli	NOM	0.01	0.0	0	7	0	4	2	NOM
sanglai	s@glE	sangler	VER	0.86	0.0	0	7	0	0	2	VER
santals	s@tal	santal	NOM	0.15	0.0	0	7	0	5	2	NOM
hébétés	ebete	hébété	NOM	0.13	0.0	0	7	0	5	3	VER,ADJ,NOM
héritai	eRitE	hériter	VER	11.93	0.0	0	7	0	0	3	VER
dépliée	deplije	déplier	VER	0.89	0.0	0	7	0	7	3	VER
érigeât	eRiZa	ériger	VER	1.91	0.0	0	7	0	0	3	VER
dépique	depik	dépiquer	VER	0.0	0.0	0	7	0	0	2	VER
sapines	sapin	sapine	NOM	0.0	0.0	0	7	0	0	2	NOM
dépiler	depile	dépiler	VER	0.0	0.0	1	7	6	6	3	VER
dépaver	depave	dépaver	VER	0.0	0.0	1	7	5	5	3	VER
sarreau	saRo	sarreau	NOM	0.0	0.0	1	7	5	4	2	NOM
sarrois	saRwa	sarrois	ADJ	0.0	0.0	1	7	5	5	2	ADJ,NOM
sarrois	saRwa	sarrois	NOM	0.0	0.0	1	7	5	5	2	ADJ,NOM
déparié	depaRje	déparier	VER	0.0	0.0	0	7	0	0	3	VER
satinée	satine	satiner	VER	0.07	0.0	0	7	0	6	3	VER,ADJ
zozotes	zozOt	zozoter	VER	0.06	0.0	0	7	0	0	2	VER
pschent	psSEnt	pschent	NOM	0.0	0.0	1	7	5	3	1	NOM
amarrai	amaRE	amarrer	VER	1.44	0.0	0	7	0	0	3	VER
hésitât	ezita	hésiter	VER	30.06	0.0	0	7	0	0	3	VER
hétaïre	etaiR	hétaïre	NOM	0.0	0.0	1	7	4	4	3	NOM
saucent	sos	saucer	VER	0.69	0.0	0	7	0	3	1	VER
déniait	denjE	dénier	VER	0.64	0.0	0	7	0	0	2	VER
démurge	demyRZ	démurger	VER	0.0	0.0	0	7	0	0	2	VER
icelles	isEl	icelles	PRO:ind	0.0	0.0	1	7	7	3	2	PRO:ind
saurets	soRE	sauret	ADJ	0.0	0.0	0	7	0	4	2	ADJ
déloqué	deloke	déloquer	VER	0.05	0.0	0	7	0	6	3	VER
icoglan	ikogl@	icoglan	NOM	0.0	0.0	1	7	4	4	3	NOM
baillez	baje	bailler	VER	1.02	0.0	0	7	0	4	2	VER
alarmai	alaRmE	alarmer	VER	2.45	0.0	0	7	0	0	3	VER
allèche	alES	allécher	VER	0.07	0.0	0	7	0	0	2	VER
délavée	delave	délaver	VER	0.04	0.0	0	7	0	5	3	VER,ADJ
ânonnés	anone	ânonner	VER	0.16	0.0	0	7	0	5	3	VER
délaver	delave	délaver	VER	0.04	0.0	1	7	6	5	3	VER
âpretés	apR°te	âpreté	NOM	0.04	0.0	0	7	0	5	3	NOM
prêtées	pRete	prêté	ADJ	0.17	0.0	0	7	0	5	2	VER,ADJ
déifier	deifje	déifier	VER	0.07	0.0	1	7	6	5	3	VER
déicide	deisid	déicide	ADJ	0.0	0.0	1	7	4	5	3	ADJ
déhotté	deote	déhotter	VER	0.0	0.0	0	7	0	4	3	VER
savonna	savona	savonner	VER	0.79	0.0	0	7	0	0	3	VER
déhotte	deOt	déhotter	VER	0.0	0.0	0	7	0	0	2	VER
déguisa	degiza	déguiser	VER	14.89	0.0	0	7	0	0	3	VER
dégrène	degREn	dégrèner	VER	0.0	0.0	0	7	0	0	2	VER
ignorât	iNoRa	ignorer	VER	156.55	0.0	0	7	0	0	3	VER
prévînt	pRev5	prévenir	VER	129.28	0.0	0	7	0	0	2	VER
prévint	pRev5	prévenir	VER	129.28	0.0	0	7	0	0	2	VER
prévins	pRev5	prévenir	VER	129.28	0.0	0	7	0	0	2	VER
imposai	5pozE	imposer	VER	23.62	0.0	0	7	0	0	3	VER
imputât	5pyta	imputer	VER	0.9	0.0	0	7	0	0	3	VER
in vivo	invivo	in vivo	ADV	0.0	0.0	1	7	6	5	3	ADV
ébattit	ebati	ébattre	VER	0.1	0.0	0	7	0	0	3	VER
déganta	deg@ta	déganter	VER	0.02	0.0	0	7	0	0	3	VER
défripé	defRipe	défriper	VER	0.0	0.0	0	7	0	0	3	VER
préleva	pRel°va	prélever	VER	6.07	0.0	0	7	0	0	3	VER
défripe	defRip	défriper	VER	0.0	0.0	0	7	0	0	2	VER
schupos	Sypo	schupo	NOM	0.0	0.0	0	7	0	3	2	NOM
schèmes	SEm	schème	NOM	0.0	0.0	0	7	0	3	1	NOM
déferré	defERe	déferrer	VER	0.1	0.0	0	7	7	6	3	VER,ADJ
déferré	defERe	déferré	ADJ	0.0	0.0	1	7	7	6	3	VER,ADJ
bagotte	bagOt	bagotter	VER	0.0	0.0	0	7	0	0	2	VER
ébattît	ebati	ébattre	VER	0.1	0.0	0	7	0	0	3	VER
scindés	s5de	scinder	VER	0.52	0.0	0	7	0	4	2	VER
ébaubie	ebobi	ébaubi	ADJ	0.0	0.0	0	7	0	4	3	ADJ,VER
prélegs	pRelE	prélegs	NOM	0.0	0.0	1	7	6	5	2	NOM
dédains	ded5	dédain	NOM	0.65	0.0	0	7	0	4	2	NOM
scrutai	skRytE	scruter	VER	2.3	0.0	0	7	0	0	2	VER
incréée	5kRee	incréé	ADJ	0.14	0.0	0	7	0	5	3	ADJ
infirma	5fiRma	infirmer	VER	0.14	0.0	0	7	0	0	3	VER
inféode	5feOd	inféoder	VER	0.0	0.0	0	7	0	0	3	VER
ébaubie	ebobi	ébaubir	VER	0.0	0.0	0	7	0	4	3	ADJ,VER
étrenne	etREn	étrenne	NOM	0.17	0.0	1	7	7	4	2	NOM,VER
décroît	dekRwa	décroît	NOM	0.0	0.0	1	7	7	6	2	NOM,VER
ébaubis	ebobi	ébaubir	VER	0.0	0.0	0	7	0	4	3	VER
décriée	dekRije	décrié	ADJ	0.02	0.0	0	7	0	6	3	VER,ADJ
décocha	dekoSa	décocher	VER	0.44	0.0	0	7	0	0	3	VER
décloué	deklue	déclouer	VER	0.11	0.0	0	7	0	5	3	VER
bagoter	bagote	bagoter	VER	0.0	0.0	1	7	6	4	3	VER
ébonite	ebonit	ébonite	NOM	0.0	0.0	1	7	4	4	3	NOM
seiches	sES	seiche	NOM	0.23	0.0	0	7	0	3	1	NOM
seigles	sEgl	seigle	NOM	0.69	0.0	0	7	0	4	1	NOM
déclose	dekloz	déclos	ADJ	0.0	0.0	0	7	0	0	2	VER,ADJ
déclama	deklama	déclamer	VER	0.63	0.0	0	7	0	0	3	VER
décidât	desida	décider	VER	207.76	0.0	0	7	0	0	3	VER
semblât	s@bla	sembler	VER	229.25	0.0	0	7	0	0	2	VER
agasses	agas	agasse	NOM	0.0	0.0	0	7	0	4	2	NOM
ajourna	aZuRna	ajourner	VER	1.48	0.0	0	7	0	0	3	VER
inférai	5feRE	inférer	VER	0.0	0.0	0	7	0	0	3	VER
décelés	des°le	déceler	VER	2.0	0.0	0	7	0	0	3	VER
sentine	s@tin	sentine	NOM	0.0	0.0	1	7	7	5	2	NOM
inférer	5feRe	inférer	VER	0.0	0.0	1	7	6	5	3	VER
ébouser	ebuze	ébouser	VER	0.0	0.0	1	7	5	4	3	VER
innervé	inERve	innerver	VER	0.02	0.0	0	7	0	6	3	VER
sergots	sERgo	sergot	NOM	0.01	0.0	0	7	0	4	2	NOM
ébouzer	ebuze	ébouzer	VER	0.0	0.0	1	7	5	4	3	VER
décapée	dekape	décaper	VER	0.21	0.0	0	7	0	6	3	VER
décampa	dek@pa	décamper	VER	4.02	0.0	0	7	0	0	3	VER
badoise	badwaz	badois	ADJ	0.0	0.0	0	7	0	0	2	ADJ
décadis	dekadi	décadi	NOM	0.0	0.0	0	7	0	6	3	NOM
prorogé	pRoRoZe	proroger	VER	0.1	0.0	0	7	0	6	3	VER
débutai	debytE	débuter	VER	10.08	0.0	0	7	0	0	3	VER
introït	5tRoit	introït	NOM	0.0	0.0	1	7	6	5	3	NOM
badabam	badabam	badabam	ONO	0.0	0.0	1	7	6	6	3	ONO
invitât	5vita	inviter	VER	116.83	0.0	0	7	0	0	3	VER
débraya	debREja	débrayer	VER	0.07	0.0	0	7	0	0	3	VER
déboîta	debwata	déboîter	VER	0.96	0.0	0	7	0	0	3	VER
déboulé	debule	déboulé	NOM	0.0	0.0	1	7	7	6	3	VER,NOM
obliqua	oblika	obliquer	VER	0.16	0.0	0	7	0	0	3	VER
sevrait	s°vRE	sevrer	VER	0.42	0.0	0	7	0	0	2	VER
peignît	pENi	peindre	VER	36.05	0.0	0	7	0	0	2	VER
déblaya	debleja	déblayer	VER	0.96	0.0	0	7	0	0	3	VER
inégale	inegal	inégaler	VER	0.22	0.0	0	7	0	6	3	ADJ,VER
déblais	deblE	déblai	NOM	0.0	0.0	0	7	0	5	2	NOM
irisait	iRizE	iriser	VER	0.01	0.0	0	7	0	0	3	VER
shootai	SutE	shooter	VER	6.84	0.0	0	7	0	0	2	VER
amadoua	amadwa	amadouer	VER	1.51	0.0	0	7	0	0	3	VER
promues	pRomy	promu	ADJ	0.52	0.0	0	7	0	5	2	VER,ADJ
duretés	dyR°te	dureté	NOM	1.56	0.0	0	7	0	5	3	NOM
dumping	d9mpiG	dumping	NOM	0.0	0.0	1	7	5	5	2	NOM
alésait	alezE	aléser	VER	0.0	0.0	0	7	0	0	3	VER
irisant	iRiz@	iriser	VER	0.01	0.0	0	7	0	0	3	VER
drogman	dROgman	drogman	NOM	0.0	0.0	1	7	5	5	2	NOM
prompto	pR§to	prompto	ADV	0.0	0.0	1	7	7	5	2	ADV
sifflai	siflE	siffler	VER	13.04	0.0	0	7	0	5	2	VER
irisent	iRiz	iriser	VER	0.01	0.0	0	7	0	0	2	VER
sifflés	sifle	siffler	VER	13.04	0.0	0	7	0	5	2	VER
sigillé	siZile	sigillé	ADJ	0.0	0.0	1	7	7	6	3	ADJ
drapées	dRape	draper	VER	0.84	0.0	0	7	0	5	2	VER
éternua	etERn8a	éternuer	VER	3.48	0.0	0	7	0	0	3	VER
irritât	iRita	irriter	VER	6.7	0.0	0	7	0	0	3	VER
doyenné	dwajEne	doyenné	NOM	0.0	0.0	1	7	6	5	3	NOM
douillé	duje	douiller	VER	0.22	0.0	0	7	0	4	2	VER
doublât	dubla	doubler	VER	15.29	0.0	0	7	0	0	2	VER
sillons	sij§	siller	VER	0.0	0.0	0	7	0	4	2	VER,NOM
silènes	silEn	silène	NOM	0.0	0.0	0	7	0	5	2	NOM
simarre	simaR	simarre	NOM	0.0	0.0	1	7	5	5	2	NOM
peignés	peNe	peigné	NOM	0.0	0.0	0	7	0	3	2	VER,ADJ,NOM
alvéolé	alveole	alvéolé	ADJ	0.0	0.0	1	7	7	5	4	ADJ
profila	pRofila	profiler	VER	1.67	0.0	0	7	0	0	3	VER
dominât	domina	dominer	VER	15.66	0.0	0	7	0	0	3	VER
sinuait	sin8E	sinuer	VER	0.01	0.0	0	7	0	0	2	VER
nochère	nOSER	nochère	NOM	0.0	0.0	1	7	5	3	2	NOM
sinuent	siny	sinuer	VER	0.01	0.0	0	7	0	0	2	VER
avoiner	avwane	avoiner	VER	0.0	0.0	1	7	7	6	3	VER
dolmans	dOlm@	dolman	NOM	0.0	0.0	0	7	0	5	2	NOM
jabadao	Zabadao	jabadao	NOM	0.0	0.0	1	7	4	4	4	NOM
écharpe	eSaRp	écharper	VER	0.07	0.0	0	7	7	5	2	NOM,VER
avoient	avwa	avoyer	VER	0.0	0.0	0	7	0	0	2	VER
échaudé	eSode	échaudé	NOM	0.0	0.0	1	7	7	4	3	VER,ADJ,NOM
skating	skEjtiG	skating	NOM	0.0	0.0	1	7	5	6	2	NOM
distord	distOR	distordre	VER	0.1	0.0	0	7	0	0	2	VER
optatif	Optatif	optatif	ADJ	0.0	0.0	1	7	5	5	3	ADJ
jaboter	Zabote	jaboter	VER	0.0	0.0	1	7	6	5	3	VER
jacteur	Zakt9R	jacteur	ADJ	0.0	0.0	1	7	6	5	2	ADJ,NOM
procréa	pRokRea	procréer	VER	1.13	0.0	0	7	0	0	3	VER
disputa	dispyta	disputer	VER	39.31	0.0	0	7	0	0	3	VER
avivant	aviv@	aviver	VER	0.19	0.0	0	7	0	0	3	VER
échines	eSin	échine	NOM	1.18	0.0	0	7	0	4	2	NOM,VER
oppidum	opidOm	oppidum	NOM	0.0	0.0	1	7	4	4	3	NOM
jacteur	Zakt9R	jacteur	NOM	0.0	0.0	1	7	6	5	2	ADJ,NOM
socques	sOk	socque	NOM	0.0	0.0	0	7	0	3	1	NOM
directo	diREkto	directo	ADV	0.0	0.0	1	7	7	7	3	ADV
diluons	dil8§	diluer	VER	1.0	0.0	0	7	0	0	2	VER
diluent	dily	diluer	VER	1.0	0.0	0	7	0	0	2	VER
moukère	mukER	moukère	NOM	0.0	0.0	1	7	4	3	2	NOM
diluait	dil8E	diluer	VER	1.0	0.0	0	7	0	0	2	VER
digérai	diZeRE	digérer	VER	5.8	0.0	0	7	0	0	3	VER
échouât	eSwa	échouer	VER	30.62	0.0	0	7	0	0	2	VER
diffusa	difyza	diffuser	VER	10.33	0.0	0	7	0	0	3	VER
avivait	avivE	aviver	VER	0.19	0.0	0	7	0	0	3	VER
nonette	nonEt	nonette	NOM	0.0	0.0	1	7	5	4	2	NOM
avinées	avine	aviner	VER	0.01	0.0	0	7	0	4	3	VER,ADJ
diaprés	djapRe	diaprer	VER	0.0	0.0	0	7	0	5	2	VER,ADJ
avinées	avine	aviné	ADJ	0.05	0.0	0	7	0	4	3	VER,ADJ
sommais	somE	sommer	VER	3.17	0.0	0	7	0	4	2	VER
avançât	av@sa	avancer	VER	95.62	0.0	0	7	0	0	3	VER
sommant	som@	sommer	VER	3.17	0.0	0	7	0	0	2	VER
diaprés	djapRe	diapré	ADJ	0.0	0.0	0	7	0	5	2	VER,ADJ
diaprée	djapRe	diaprer	VER	0.0	0.0	0	7	0	5	2	VER,ADJ
avachit	avaSi	avachir	VER	0.33	0.0	0	7	0	5	3	VER
diaprée	djapRe	diapré	ADJ	0.0	0.0	0	7	0	5	2	VER,ADJ
priâmes	pRijam	prier	VER	313.12	0.0	0	7	0	0	2	VER
jappent	Zap	japper	VER	0.48	0.0	0	7	0	3	1	VER
muaient	m8E	muer	VER	1.63	0.0	0	7	0	3	1	VER
primées	pRime	primé	ADJ	0.14	0.0	0	7	0	5	2	VER,ADJ
jasmins	Zasm5	jasmin	NOM	1.57	0.0	0	7	0	4	2	NOM
nuancés	n8@se	nuancer	VER	0.05	0.0	0	7	0	5	2	VER,ADJ
ajistes	aZist	ajiste	ADJ	0.0	0.0	0	7	0	0	2	ADJ
desdits	dedi	desdits	PRE	0.0	0.0	1	7	7	4	2	PRE
dentées	d@te	denté	ADJ	0.04	0.0	0	7	0	4	2	VER,ADJ
muretin	myR°t5	muretin	NOM	0.0	0.0	1	7	6	5	3	NOM
