ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
flair	flER	flair	NOM	2.32	2.32	1	5	5	4	1	NOM
parés	paRe	parer	VER	30.5	2.31	0	5	0	4	2	VER,ADJ
auras	oRa	aura	NOM	14.48	2.31	0	5	0	3	2	NOM,AUX,VER
homos	omo	homo	NOM	4.51	2.31	0	5	0	3	2	ADJ,NOM
dorée	doRe	doré	ADJ	7.33	2.31	0	5	5	4	2	VER,ADJ,NOM
boude	bud	bouder	VER	5.11	2.31	0	5	0	0	1	VER
écume	ekym	écume	NOM	2.31	2.31	1	5	5	4	2	NOM,VER
foire	fwaR	foirer	VER	14.76	2.31	0	5	5	4	1	NOM,VER
salée	sale	salé	ADJ	4.47	2.3	0	5	0	4	2	VER,ADJ
agace	agas	agacer	VER	6.35	2.3	0	5	5	4	2	NOM,VER
bâche	baS	bâche	NOM	2.4	2.3	1	5	5	3	1	NOM,VER
puent	py	puer	VER	36.29	2.29	0	5	0	2	1	VER
lilas	lila	lilas	NOM	2.28	2.28	1	5	4	4	2	ADJ,NOM
ports	pOR	port	NOM	31.68	2.28	0	5	0	3	1	NOM
égale	egal	égaler	VER	4.96	2.27	0	5	0	4	2	ADJ,VER
tuons	t8§	tuer	VER	928.06	2.27	0	5	0	0	1	VER
porto	pORto	porto	NOM	2.3	2.27	1	5	5	5	2	NOM
mamma	mamma	mamma	NOM	2.27	2.27	1	5	5	4	2	NOM
mises	miz	mise	NOM	32.05	2.27	0	5	0	3	1	VER,ADJ,NOM
stups	styp	stup	NOM	2.26	2.26	0	5	5	4	1	NOM,ADJ
rayer	Reje	rayer	VER	7.42	2.26	1	5	4	4	2	VER
avare	avaR	avare	ADJ	2.69	2.26	1	5	5	4	2	ADJ,NOM
vécue	veky	vivre	VER	510.19	2.26	0	5	0	3	2	VER,ADJ
close	kloz	clore	VER	7.75	2.26	0	5	0	4	1	VER,ADJ
égaux	ego	égal	NOM	5.65	2.26	0	5	0	3	2	ADJ,NOM
jusqu	Zysk	jusqu	PRE	2.26	2.26	1	5	5	4	1	PRE
frire	fRiR	frire	VER	6.63	2.26	1	5	4	4	1	VER
meute	m2t	meute	NOM	2.45	2.25	1	5	4	3	1	NOM
récré	RekRe	récré	NOM	2.29	2.25	1	5	5	5	2	NOM
floue	flu	flou	ADJ	8.18	2.25	0	5	0	3	1	ADJ,VER
tchao	tSao	tchao	ONO	2.25	2.25	1	5	5	4	2	ONO
arène	aREn	arène	NOM	2.5	2.25	1	5	3	4	2	NOM
tapin	tap5	tapin	NOM	2.31	2.25	1	5	5	4	2	NOM
égare	egaR	égarer	VER	10.55	2.25	0	5	0	4	2	VER
magot	mago	magot	NOM	2.24	2.24	1	5	5	4	2	NOM
boche	bOS	boche	NOM	8.63	2.24	1	5	5	3	1	ADJ,NOM
tempe	t@p	tempe	NOM	3.38	2.23	1	5	5	3	1	NOM
polie	poli	polir	VER	9.45	2.23	0	5	0	4	2	ADJ,VER
fonde	f§d	fonder	VER	15.97	2.23	0	5	0	0	1	VER
mixte	mikst	mixte	ADJ	2.81	2.23	1	5	5	5	1	ADJ
rubis	Rybi	rubis	NOM	2.22	2.22	1	5	5	4	2	ADJ,NOM
minet	minE	minet	NOM	7.09	2.22	1	5	5	4	2	NOM
tracé	tRase	tracer	VER	10.49	2.22	0	5	5	5	2	VER,NOM
utile	ytil	utile	NOM	2.22	2.22	1	5	5	4	2	ADJ,NOM
volet	volE	volet	NOM	5.93	2.21	1	5	5	4	2	NOM
lapon	lap§	lapon	NOM	2.21	2.21	1	5	4	4	2	ADJ,NOM
abîme	abim	abîmer	VER	15.83	2.21	0	5	5	4	2	NOM,VER
catin	kat5	catin	NOM	2.83	2.21	1	5	5	4	2	NOM
bodhi	bOdi	bodhi	NOM	2.21	2.21	1	5	5	4	2	NOM
rênes	REn	rêne	NOM	2.23	2.21	0	5	0	3	1	NOM
dague	dag	dague	NOM	2.46	2.19	1	5	5	3	1	NOM
sucré	sykRe	sucré	ADJ	3.69	2.19	1	5	5	5	2	VER,ADJ,NOM
paume	pom	paume	NOM	3.17	2.18	1	5	5	3	1	NOM,VER
chili	Sili	chili	NOM	2.21	2.18	1	5	5	4	2	NOM
docks	dOk	dock	NOM	3.1	2.18	0	5	0	3	1	NOM
régal	Regal	régal	NOM	2.19	2.18	1	5	5	5	2	NOM
index	5dEks	index	NOM	2.18	2.18	1	5	5	5	2	NOM
niche	niS	niche	NOM	2.27	2.17	1	5	5	3	1	NOM,VER
corse	kORs	corse	ADJ	3.37	2.17	1	5	5	4	1	ADJ,NOM,VER
copié	kopje	copier	VER	8.07	2.17	0	5	0	5	2	VER
sages	saZ	sage	NOM	5.47	2.16	0	5	0	3	1	ADJ,NOM
hasch	aS	hasch	NOM	2.16	2.16	1	5	5	2	1	NOM
close	kloz	clos	ADJ	4.62	2.16	0	5	0	4	1	VER,ADJ
élire	eliR	élire	VER	11.23	2.15	1	5	4	4	2	VER
basta	basta	basta	ONO	2.15	2.15	1	5	5	5	2	ONO,VER
nurse	n9Rs	nurse	NOM	2.24	2.14	1	5	5	4	1	NOM
gueux	g2	gueux	NOM	2.87	2.14	1	5	5	2	1	NOM
gland	gl@	gland	NOM	2.95	2.14	1	5	5	3	1	NOM
skate	skEjt	skate	NOM	2.5	2.14	1	5	5	5	1	NOM
dînez	dine	dîner	VER	79.3	2.13	0	5	0	4	2	VER
caser	kaze	caser	VER	4.76	2.12	1	5	5	4	2	VER
déçus	desy	décevoir	VER	33.23	2.12	0	5	0	4	2	VER,ADJ,NOM
benne	bEn	benne	NOM	2.38	2.12	1	5	4	3	1	NOM
risée	Rize	risée	NOM	2.22	2.12	1	5	4	4	2	NOM
damné	dane	damner	VER	4.46	2.12	0	5	5	4	2	VER,ADJ,NOM
salie	sali	salir	VER	17.51	2.12	0	5	0	0	2	VER
forts	fOR	fort	NOM	13.49	2.11	0	5	0	3	1	ADJ,NOM
ratez	Rate	rater	VER	80.45	2.1	0	5	0	4	2	VER
rongé	R§Ze	ronger	VER	11.68	2.1	0	5	0	4	2	VER
perce	pERs	percer	VER	15.77	2.09	0	5	5	4	1	NOM,VER
alpha	alfa	alpha	NOM	2.09	2.09	1	5	5	4	2	NOM
orgie	ORZi	orgie	NOM	3.46	2.09	1	5	5	4	2	NOM
bûche	byS	bûche	NOM	2.91	2.09	1	5	5	3	1	NOM,VER
pigez	piZe	piger	VER	41.77	2.08	0	5	0	4	2	VER
châle	Sal	châle	NOM	2.23	2.08	1	5	5	3	1	NOM
tardé	taRde	tarder	VER	28.36	2.08	0	5	0	5	2	VER
meufs	m9f	meuf	NOM	8.29	2.08	0	5	0	3	1	NOM
curés	kyRe	curé	NOM	15.73	2.08	0	5	0	4	2	VER,NOM
ravir	RaviR	ravir	VER	72.67	2.08	1	5	5	5	2	VER
naval	naval	naval	ADJ	4.37	2.08	1	5	5	5	2	ADJ
subit	sybi	subir	VER	30.13	2.07	0	5	5	4	2	VER,ADJ
borné	bORne	borné	ADJ	3.13	2.07	1	5	5	5	2	VER,ADJ
slips	slip	slip	NOM	11.35	2.06	0	5	0	4	1	NOM
télés	tele	télé	NOM	106.42	2.06	0	5	0	4	2	NOM
pries	pRi	prier	VER	313.12	2.06	0	5	0	3	1	VER
hymen	imEn	hymen	NOM	2.05	2.05	1	5	4	4	2	NOM
furie	fyRi	furie	NOM	2.58	2.05	1	5	5	4	2	NOM
bizut	bizy	bizut	NOM	2.3	2.05	1	5	5	4	2	NOM
voile	vwal	voiler	VER	39.78	2.05	0	5	5	4	1	NOM,VER
lasse	las	lasser	VER	7.43	2.05	0	5	0	0	1	ADJ,VER
nazis	nazi	nazi	ADJ	7.11	2.04	0	5	0	4	2	ADJ,NOM
mûres	myR	mûr	ADJ	9.89	2.04	0	5	0	3	1	ADJ,NOM
servi	sERvi	servi	ADJ	2.86	2.03	1	5	5	5	2	ADJ,VER
sushi	suSi	sushi	NOM	2.03	2.03	1	5	4	4	2	NOM
capté	kapte	capter	VER	9.89	2.03	0	5	0	5	2	VER
revus	R°vy	revoir	VER	162.84	2.02	0	5	0	4	2	VER,ADJ
panse	p@s	panse	NOM	2.13	2.02	1	5	5	3	1	NOM,VER
patio	patjo	patio	NOM	2.02	2.02	1	5	5	4	2	NOM
taffe	taf	taffe	NOM	2.06	2.02	1	5	5	3	1	NOM
amaro	amaRo	amaro	NOM	2.02	2.02	1	5	5	5	3	NOM
tibia	tibja	tibia	NOM	2.33	2.02	1	5	5	5	2	NOM
pulls	pyl	pull	NOM	13.43	2.02	0	5	0	3	1	NOM
défis	defi	défi	NOM	12.24	2.02	0	5	0	4	2	VER,NOM
iriez	iRje	aller	VER	9992.77	2.02	0	5	0	0	2	VER
buste	byst	buste	NOM	2.44	2.02	1	5	5	4	1	NOM
jouée	Zwe	jouer	VER	570.12	2.01	0	5	0	3	1	VER,ADJ
romps	R§	rompre	VER	41.37	2.01	0	5	0	2	1	VER
somme	sOm	sommer	VER	3.17	2.01	0	5	5	3	1	NOM,VER
jugée	ZyZe	juger	VER	56.12	2.01	0	5	0	4	2	VER
nabot	nabo	nabot	NOM	2.1	2.01	1	5	4	4	2	NOM
telle	tEl	telle	PRO:ind	2.01	2.01	1	5	5	3	1	ADJ:ind,PRO:ind
seaux	so	seau	NOM	9.01	2.0	0	5	0	2	1	NOM
cidre	sidR	cidre	NOM	2.0	2.0	1	5	5	4	1	NOM
gombo	g§bo	gombo	NOM	2.44	2.0	1	5	4	3	2	NOM
clebs	klEps	clebs	NOM	2.0	2.0	1	5	4	5	1	NOM
légué	lege	léguer	VER	4.98	1.99	0	5	5	4	2	VER,ADJ
jouit	Zwi	jouir	VER	22.06	1.99	0	5	0	0	1	VER
fiché	fiSe	ficher	VER	97.84	1.99	0	5	0	4	2	VER
punit	pyni	punir	VER	41.7	1.98	0	5	0	4	2	VER
fixez	fikse	fixer	VER	32.73	1.98	0	5	0	5	2	VER
flirt	fl9Rt	flirt	NOM	2.29	1.98	1	5	5	5	1	NOM
ferry	fERi	ferry	NOM	2.12	1.98	1	5	5	4	2	NOM
ferme	fERm	ferme	ADV	1.98	1.98	1	5	5	4	1	ADJ,ADV,NOM,VER
pâles	pal	pâle	ADJ	16.5	1.98	0	5	0	3	1	ADJ
chute	Syt	chuter	VER	5.5	1.97	0	5	5	3	1	NOM,VER
liras	liRa	lire	VER	281.09	1.97	0	5	0	0	2	VER
cerné	sERne	cerner	VER	7.74	1.97	0	5	5	5	2	VER,ADJ
duper	dype	duper	VER	4.77	1.96	1	5	5	4	2	VER
sotte	sOt	sot	NOM	5.84	1.96	0	5	0	0	1	ADJ,NOM
soûle	sul	soûl	ADJ	12.96	1.96	0	5	0	3	1	ADJ,VER
louez	lue	louer	VER	48.08	1.96	0	5	0	0	2	VER
pâtés	pate	pâté	NOM	7.18	1.96	0	5	0	4	2	NOM
coran	koR@	coran	NOM	1.96	1.96	1	5	5	4	2	NOM
relie	R°li	relier	VER	12.83	1.95	0	5	0	0	2	VER
imper	5pER	imper	NOM	2.08	1.95	1	5	5	4	2	NOM
chics	Sik	chic	ADJ	19.57	1.95	0	5	0	3	1	ADJ,NOM
rampe	R@p	ramper	VER	11.55	1.95	0	5	5	3	1	NOM,VER
tâter	tate	tâter	VER	3.95	1.94	1	5	4	4	2	VER
avide	avid	avide	ADJ	3.52	1.94	1	5	5	4	2	ADJ
poilu	pwaly	poilu	ADJ	4.3	1.94	1	5	5	5	2	ADJ
dires	diR	dire	NOM	53.88	1.94	0	5	0	3	1	NOM
posté	pOste	poster	VER	9.54	1.94	0	5	5	5	2	VER,ADJ
vomis	vomi	vomir	VER	26.12	1.94	0	5	0	4	2	NOM,VER
gamma	gama	gamma	NOM	1.94	1.94	1	5	5	4	2	NOM
black	blak	black	NOM	4.07	1.94	1	5	5	4	1	ADJ,NOM
tango	t@go	tango	ADJ	1.94	1.94	1	5	5	4	2	ADJ,NOM
mente	m@t	mentir	VER	185.16	1.94	0	5	0	3	1	VER
tonic	tonik	tonic	NOM	2.04	1.93	1	5	5	5	2	NOM
vende	v@d	vendre	VER	206.95	1.93	0	5	0	0	1	VER
paumé	pome	paumé	ADJ	2.46	1.92	1	5	5	4	2	VER,ADJ,NOM
pions	pj§	pion	NOM	4.91	1.92	0	5	0	3	1	NOM
larve	laRv	larve	NOM	3.52	1.92	1	5	5	4	1	NOM
rodéo	Rodeo	rodéo	NOM	2.01	1.92	1	5	4	5	3	NOM
ovnis	Ovni	ovni	NOM	2.98	1.91	0	5	0	3	2	NOM
métis	metis	métis	NOM	2.12	1.91	1	5	5	5	2	ADJ,NOM
hanté	@te	hanter	VER	11.37	1.91	0	5	5	3	2	VER,ADJ
lavée	lave	laver	VER	74.35	1.91	0	5	0	4	2	VER,ADJ
rames	Ram	rame	NOM	4.38	1.91	0	5	0	3	1	NOM,VER
osait	ozE	oser	VER	90.2	1.91	0	5	0	0	2	VER
priés	pRije	prier	VER	313.12	1.91	0	5	0	5	2	VER
âgées	aZe	âgé	ADJ	19.81	1.91	0	5	0	3	2	ADJ
boume	bum	boumer	VER	1.9	1.9	0	5	0	3	1	VER
viols	vjOl	viol	NOM	15.33	1.9	0	5	0	4	1	NOM
polka	pOlka	polka	NOM	1.98	1.9	1	5	4	4	2	NOM
riant	Rj@	rire	VER	140.24	1.89	0	5	4	3	1	ADJ,VER
brute	bRyt	brut	ADJ	3.86	1.89	0	5	5	4	1	ADJ,NOM
astre	astR	astre	NOM	3.13	1.89	1	5	5	4	1	NOM
tuais	t8E	tuer	VER	928.06	1.89	0	5	0	0	1	VER
rives	Riv	rive	NOM	7.92	1.89	0	5	0	3	1	NOM
ruses	Ryz	ruse	NOM	9.98	1.89	0	5	0	3	1	NOM,VER
muter	myte	muter	VER	7.04	1.88	1	5	4	4	2	VER
jugés	ZyZe	juger	VER	56.12	1.88	0	5	0	4	2	VER,ADJ,NOM
tombé	t§be	tombé	ADJ	5.21	1.88	1	5	5	4	2	VER,ADJ
sorts	sOR	sort	NOM	44.8	1.88	0	5	0	3	1	NOM
versa	vERsa	verser	VER	31.2	1.88	0	5	0	0	2	VER
chuté	Syte	chuter	VER	5.5	1.87	0	5	0	4	2	VER
gares	gaR	gare	NOM	42.15	1.87	0	5	0	3	1	NOM,VER
reçut	R°sy	recevoir	VER	192.73	1.87	0	5	0	4	2	VER
elfes	Elf	elfe	NOM	3.26	1.87	0	5	0	3	1	NOM
audio	odjo	audio	ADJ	1.87	1.87	1	5	5	4	2	ADJ
pillé	pije	piller	VER	7.66	1.87	0	5	0	4	2	VER
acide	asid	acide	ADJ	2.5	1.86	1	5	5	4	2	ADJ,NOM
vante	v@t	vanter	VER	10.73	1.86	0	5	0	3	1	VER
pieux	pj2	pieux	ADJ	5.0	1.86	1	5	5	3	1	ADJ,NOM
pêche	pES	pêcher	VER	16.52	1.85	0	5	5	3	1	ADJ,NOM,VER
reçus	R°sy	recevoir	VER	192.73	1.85	0	5	0	4	2	VER,ADJ,NOM
haute	ot	haute	NOM	1.85	1.85	1	5	5	2	1	ADJ,NOM
blâme	blam	blâme	NOM	2.04	1.85	1	5	5	4	1	NOM,VER
fissa	fisa	fissa	ADV	1.84	1.84	1	5	5	4	2	ADV
cocos	koko	coco	NOM	8.58	1.84	0	5	0	4	2	NOM
fixés	fikse	fixer	VER	32.73	1.84	0	5	0	5	2	VER,ADJ
parcs	paRk	parc	NOM	32.85	1.84	0	5	0	4	1	NOM
keufs	k9f	keuf	NOM	2.83	1.83	0	5	0	3	1	NOM
rasée	Raze	raser	VER	28.54	1.83	0	5	0	4	2	VER
dédie	dedi	dédier	VER	8.69	1.83	0	5	0	4	2	VER
reçus	R°sy	reçu	NOM	13.08	1.83	0	5	0	4	2	VER,ADJ,NOM
ovale	oval	ovale	ADJ	1.88	1.83	1	5	5	4	2	ADJ,NOM
glacé	glase	glacer	VER	7.21	1.82	0	5	5	5	2	VER,ADJ
anime	anim	animer	VER	6.28	1.82	0	5	0	0	2	VER
fonds	f§	fondre	VER	17.32	1.81	0	5	5	2	1	VER,NOM
radis	Radi	radis	NOM	1.81	1.81	1	5	5	4	2	NOM
fesse	fEs	fesse	NOM	36.32	1.81	1	5	5	3	1	NOM,VER
bancs	b@	banc	NOM	10.76	1.81	0	5	0	2	1	NOM
plein	pl5	plein	ADV	1.81	1.81	1	5	5	3	1	ADJ,ADV,NOM,PRE
baril	baRil	baril	NOM	2.71	1.81	1	5	5	5	2	NOM
merle	mERl	merle	NOM	2.24	1.8	1	5	5	4	1	NOM
frôlé	fRole	frôler	VER	4.45	1.8	0	5	0	5	2	VER
gâter	gate	gâter	VER	10.97	1.8	1	5	5	4	2	VER
sabot	sabo	sabot	NOM	4.95	1.79	1	5	5	4	2	NOM
inouï	inwi	inouï	ADJ	3.23	1.79	1	5	5	3	2	ADJ
filou	filu	filou	NOM	2.48	1.79	1	5	5	4	2	NOM
abcès	apsE	abcès	NOM	1.79	1.79	1	5	4	4	2	NOM
berge	bERZ	berge	NOM	2.77	1.79	1	5	5	4	1	NOM
vibre	vibR	vibrer	VER	4.73	1.79	0	5	0	0	1	VER
abats	aba	abattre	VER	43.47	1.79	0	5	0	3	2	NOM,VER
fable	fabl	fable	NOM	2.59	1.79	1	5	5	4	1	NOM
disco	disko	disco	NOM	1.81	1.79	1	5	5	5	2	ADJ,NOM
baume	bom	baume	NOM	1.94	1.79	1	5	5	3	1	NOM
déçue	desy	déçu	ADJ	7.95	1.79	0	5	0	4	2	VER,ADJ,NOM
laïus	lajys	laïus	NOM	1.78	1.78	1	5	5	4	2	NOM
forge	fORZ	forger	VER	9.02	1.78	0	5	5	4	1	NOM,VER
pâtée	pate	pâtée	NOM	1.78	1.78	1	5	5	4	2	NOM
relis	R°li	relire	VER	6.31	1.78	0	5	0	0	2	VER
lassé	lase	lasser	VER	7.43	1.78	0	5	0	4	2	VER
piger	piZe	piger	VER	41.77	1.78	1	5	5	4	2	VER
latin	lat5	latin	ADJ	4.52	1.78	1	5	5	4	2	ADJ,NOM
fixes	fiks	fixer	VER	32.73	1.77	0	5	0	4	1	ADJ,VER
fendu	f@dy	fendre	VER	7.76	1.77	0	5	5	4	2	VER,ADJ
filon	fil§	filon	NOM	5.61	1.77	1	5	5	4	2	NOM
usure	yzyR	usure	NOM	1.78	1.77	1	5	5	4	2	NOM
faine	fEn	faine	NOM	1.77	1.77	1	5	5	3	1	NOM
disco	disko	disco	ADJ	1.77	1.76	1	5	5	5	2	ADJ,NOM
rimes	Rim	rime	NOM	3.08	1.75	0	5	0	3	1	NOM,VER
aïeux	aj2	aïeul	NOM	3.13	1.75	0	5	0	0	2	NOM
vendu	v@dy	vendu	ADJ	2.98	1.75	1	5	5	4	2	VER,ADJ,NOM
watts	wat	watt	NOM	1.78	1.75	0	5	0	3	1	NOM
futée	fyte	futé	ADJ	9.23	1.74	0	5	0	4	2	ADJ,NOM
canoë	kanoe	canoë	NOM	1.95	1.73	1	5	5	5	3	NOM
ramer	Rame	ramer	VER	5.37	1.73	1	5	5	4	2	VER
soupé	supe	souper	VER	8.81	1.73	0	5	0	4	2	VER
ronds	R§	rond	NOM	16.84	1.73	0	5	0	2	1	ADJ,NOM
rôtir	RotiR	rôtir	VER	2.9	1.73	1	5	5	5	2	VER
pongo	p§go	pongo	NOM	1.72	1.72	1	5	5	3	2	NOM
ivres	ivR	ivre	ADJ	18.32	1.72	0	5	0	3	1	ADJ
loque	lOk	loque	NOM	2.2	1.72	1	5	5	3	1	NOM
chair	SER	chair	ADJ	1.72	1.72	1	5	5	3	1	ADJ,NOM
agité	aZite	agiter	VER	14.62	1.72	0	5	5	5	3	VER,ADJ,NOM
fugué	fyge	fuguer	VER	2.81	1.72	0	5	5	4	2	VER
fritz	fRits	fritz	NOM	1.72	1.72	1	5	5	5	1	NOM
vives	viv	vif	ADJ	22.95	1.71	0	5	0	3	1	ADJ,NOM,VER
frêne	fREn	frêne	NOM	1.81	1.71	1	5	4	4	1	NOM
bouse	buz	bouse	NOM	1.93	1.71	1	5	5	3	1	NOM
myope	mjOp	myope	ADJ	1.76	1.71	1	5	5	4	1	ADJ,NOM
pence	pEns	pence	NOM	1.71	1.71	1	5	5	4	1	NOM
voûte	vut	voûte	NOM	2.21	1.71	1	5	5	3	1	NOM,VER
taché	taSe	tacher	VER	6.54	1.7	0	5	0	4	2	VER
clash	klaS	clash	NOM	1.7	1.7	1	5	5	4	1	NOM
gerbe	ZERb	gerbe	NOM	2.06	1.69	1	5	5	4	1	NOM,VER
agile	aZil	agile	ADJ	2.17	1.69	1	5	5	4	2	ADJ
borne	bORn	borne	NOM	8.35	1.69	1	5	5	4	1	NOM,VER
cages	kaZ	cage	NOM	18.3	1.69	0	5	0	3	1	NOM
gicle	Zikl	gicler	VER	3.68	1.69	0	5	0	0	1	VER
dense	d@s	dense	ADJ	2.04	1.69	1	5	5	3	1	ADJ
remué	R°m8e	remuer	VER	24.42	1.68	0	5	0	5	2	VER
peiné	pene	peiner	VER	7.65	1.68	0	5	0	4	2	VER
gâtée	gate	gâté	ADJ	3.66	1.68	0	5	0	4	2	VER,ADJ
aérer	aeRe	aérer	VER	2.65	1.68	1	5	4	4	3	VER
volée	vole	volée	NOM	1.87	1.68	1	5	5	4	2	VER,ADJ,NOM
feint	f5	feindre	VER	5.92	1.67	0	5	5	2	1	VER,ADJ
nouer	nwe	nouer	VER	3.61	1.67	1	5	5	3	1	VER
grill	gRil	grill	NOM	1.66	1.66	1	5	5	4	1	NOM
verbe	vERb	verbe	NOM	2.02	1.66	1	5	5	4	1	NOM
rites	Rit	rite	NOM	5.43	1.66	0	5	0	3	1	NOM
rompt	R§	rompre	VER	41.37	1.66	0	5	0	2	1	VER
accro	akRo	accro	NOM	2.56	1.66	1	5	5	4	2	ADJ,NOM
loupe	lup	loupe	NOM	1.71	1.66	1	5	5	3	1	NOM,VER
lents	l@	lent	ADJ	16.41	1.65	0	5	0	2	1	ADJ
sexes	sEks	sexe	NOM	52.09	1.65	0	5	0	4	1	NOM
curry	kyRi	curry	NOM	1.65	1.65	1	5	5	4	2	NOM
latex	latEks	latex	NOM	1.65	1.65	1	5	5	4	2	NOM
nénés	nene	néné	NOM	5.41	1.65	0	5	0	4	2	NOM
renie	R°ni	renier	VER	6.88	1.65	0	5	0	0	2	VER
avéré	aveRe	avérer	VER	9.26	1.64	0	5	5	4	3	VER,ADJ
yards	jaR	yard	NOM	2.1	1.64	0	5	0	3	1	NOM
hyène	jEn	hyène	NOM	2.37	1.64	1	5	3	3	1	NOM
éveil	evEj	éveil	NOM	1.65	1.64	1	5	5	4	2	NOM
sourd	suR	sourd	NOM	2.94	1.64	1	5	5	3	1	ADJ,NOM,VER
louée	lwe	louer	VER	48.08	1.64	0	5	5	3	1	VER,ADJ,NOM
suivi	s8ivi	suivi	NOM	1.72	1.64	1	5	5	5	2	ADJ,NOM,VER
giflé	Zifle	gifler	VER	6.77	1.63	0	5	0	5	2	VER
botté	bote	botter	VER	15.54	1.63	0	5	5	4	2	VER,ADJ,NOM
hamac	amak	hamac	NOM	1.84	1.63	1	5	5	4	2	NOM
rôder	Rode	rôder	VER	5.76	1.63	1	5	5	4	2	VER
scout	skut	scout	ADJ	1.94	1.63	1	5	5	4	1	ADJ,NOM
bride	bRid	bride	NOM	1.79	1.63	1	5	5	4	1	NOM,VER
rêvée	Reve	rêvé	ADJ	2.61	1.62	0	5	0	4	2	VER,ADJ
gênée	ZEne	gêné	ADJ	4.67	1.62	0	5	0	4	2	VER,ADJ
jeûne	Z2n	jeûne	NOM	1.84	1.62	1	5	5	3	1	NOM,VER
demie	d°mi	demi	NOM	4.64	1.61	0	5	0	4	2	ADJ,NOM
oasis	oazis	oasis	NOM	1.61	1.61	1	5	3	3	3	NOM
devin	d°v5	devin	NOM	1.82	1.61	1	5	5	4	2	NOM
fondu	f§dy	fondu	ADJ	1.82	1.61	1	5	5	4	2	VER,ADJ,NOM
vôtre	votR	vôtre	ADJ:pos	1.61	1.61	1	5	5	4	1	ADJ:pos,PRO:pos
sahib	saib	sahib	NOM	1.63	1.61	1	5	4	4	2	NOM
harem	aREm	harem	NOM	1.78	1.6	1	5	5	4	2	NOM
peint	p5	peint	ADJ	2.41	1.6	1	5	5	2	1	VER,ADJ
morve	mORv	morve	NOM	1.6	1.6	1	5	5	4	1	NOM
labos	labo	labo	NOM	29.95	1.6	0	5	0	4	2	NOM
valve	valv	valve	NOM	2.63	1.6	1	5	5	4	1	NOM
volts	vOlt	volt	NOM	2.0	1.6	0	5	0	4	1	NOM
biais	bjE	biais	NOM	1.6	1.6	1	5	5	3	1	ADJ,NOM
gitan	Zit@	gitan	NOM	7.5	1.6	1	5	4	4	2	ADJ,NOM
barge	baRZ	barge	ADJ	1.7	1.6	1	5	5	4	1	ADJ,NOM
issue	isy	issu	ADJ	5.24	1.59	0	5	5	3	2	ADJ,NOM
ultra	yltRa	ultra	ADJ	1.59	1.59	1	5	5	5	2	ADJ,NOM
subis	sybi	subir	VER	30.13	1.59	0	5	0	4	2	VER
ratée	Rate	rater	VER	80.45	1.59	0	5	0	4	2	VER,ADJ,NOM
duvet	dyvE	duvet	NOM	1.7	1.58	1	5	5	4	2	NOM
bâtie	bati	bâtir	VER	18.65	1.58	0	5	0	4	2	ADJ,VER
norme	nORm	norme	NOM	5.0	1.58	1	5	5	4	1	NOM
bossu	bosy	bossu	ADJ	1.97	1.58	1	5	5	4	2	ADJ,NOM
lande	l@d	lande	NOM	1.69	1.57	1	5	5	3	1	NOM
cités	site	cité	NOM	16.11	1.56	0	5	0	4	2	VER,ADJ,NOM
vison	viz§	vison	NOM	1.65	1.56	1	5	4	4	2	NOM
épris	epRi	éprendre	VER	2.95	1.56	0	5	4	4	2	VER,ADJ
jaser	Zaze	jaser	VER	2.72	1.56	1	5	5	4	2	VER
mates	mat	mater	VER	17.27	1.56	0	5	0	3	1	ADJ,VER
nazes	naz	naze	NOM	3.27	1.56	0	5	0	3	1	ADJ,NOM
prime	pRim	prime	ADJ	2.37	1.56	1	5	5	4	1	ADJ,NOM,VER
frisé	fRize	frisé	ADJ	2.72	1.56	1	5	5	5	2	VER,ADJ
nique	nik	nique	NOM	1.56	1.56	1	5	5	3	1	NOM,VER
mufle	myfl	mufle	NOM	1.7	1.56	1	5	5	4	1	ADJ,NOM
mambo	m@bo	mambo	NOM	1.58	1.56	1	5	5	4	2	NOM
juges	ZyZ	juger	VER	56.12	1.56	0	5	0	3	1	NOM,VER
suivi	s8ivi	suivi	ADJ	1.99	1.56	1	5	5	5	2	ADJ,NOM,VER
vêtir	vetiR	vêtir	VER	7.67	1.55	1	5	4	5	2	VER
bette	bEt	bette	NOM	1.6	1.55	1	5	5	3	1	NOM
forgé	fORZe	forger	VER	9.02	1.55	0	5	0	5	2	VER
golfe	gOlf	golfe	NOM	1.69	1.55	1	5	5	4	1	NOM
pitre	pitR	pitre	NOM	1.7	1.55	1	5	5	4	1	NOM
loges	lOZ	loge	NOM	13.69	1.54	0	5	0	3	1	NOM,VER
piges	piZ	pige	NOM	1.94	1.54	0	5	0	3	1	NOM,VER
sosie	sozi	sosie	NOM	1.89	1.54	1	5	4	3	2	NOM
gallo	galo	gallo	ADJ	1.54	1.54	1	5	5	4	2	ADJ,NOM
sonar	sonaR	sonar	NOM	1.71	1.54	1	5	5	5	2	NOM
couve	kuv	couver	VER	3.59	1.54	0	5	0	0	1	VER
party	paRti	party	NOM	1.54	1.54	1	5	5	5	2	NOM
dorés	doRe	doré	ADJ	7.33	1.53	0	5	0	4	2	VER,ADJ
